Name,Brand,Category,Price,Rating,Ingredients,Description,price_category,dry_skin_compatibility,oily_skin_compatibility,sensitive_skin_compatibility,combination_skin_compatibility,normal_skin_compatibility
Tatcha Concealer Among,Tatcha,Concealer,85.38,4.9,Avocado Oil Vitamin E Chamomile Shea Butter Glycerin Hyaluronic Acid Argan Oil,A clarifying and anti aging concealer enriched with Avocado Oil and Vitamin E,luxury,1.0,0.0,0.5,1.0,0.5
Fenty Beauty Mask Soldier,Fenty Beauty,Mask,53.41,3.7,Glycerin Aloe Vera,A pore minimizing and clarifying mask enriched with Glycerin and Aloe Vera,premium,1.0,0.0,0.5,1.0,0.5
Rare Beauty Mask Four,Rare Beauty,Mask,75.35,3.9,Kaolin Zinc Retinol Clay Jojoba Oil Witch Hazel Charcoal,A calming and nourishing mask enriched with Kaolin and Zinc,luxury,0.5,1.0,0.0,0.5,0.0
Neutrogena Concealer Eight,Neutrogena,Concealer,60.1,4.5,Madecassoside Oatmeal Chamomile Green Tea,A hydrating and clarifying concealer enriched with Madecassoside and Oatmeal,premium,0.0,0.0,1.0,0.0,0.0
Glossier Cleanser Week,Glossier,Cleanser,24.74,3.0,Ceramides Aloe Vera Shea Butter Squalane Avocado Oil Vitamin E,A mattifying and calming cleanser enriched with Ceramides and Aloe Vera,budget,1.0,0.0,0.5,1.0,1.0
Fenty Beauty Sunscreen Wish,Fenty Beauty,Sunscreen,34.07,4.5,Niacinamide Clay Kaolin Zinc Charcoal Salicylic Acid,A clarifying and brightening sunscreen enriched with Niacinamide and Clay,affordable,0.0,1.0,0.0,0.5,0.0
Neutrogena Eyeshadow Special,Neutrogena,Eyeshadow,85.4,3.2,Kaolin Hyaluronic Acid Salicylic Acid,A pore minimizing and anti aging eyeshadow enriched with Kaolin and Hyaluronic Acid,luxury,0.5,0.5,0.0,0.5,0.0
Clinique Eyeshadow Across,Clinique,Eyeshadow,25.6,3.5,Glycolic Acid Ceramides Ceramides Hyaluronic Acid Jojoba Oil Argan Oil,A calming and brightening eyeshadow enriched with Glycolic Acid and Ceramides,budget,1.0,0.0,0.0,1.0,0.0
Drunk Elephant Lipstick More,Drunk Elephant,Lipstick,73.09,4.5,Niacinamide Oatmeal Vitamin E Green Tea,A pore minimizing and brightening lipstick enriched with Niacinamide and Oatmeal,luxury,0.0,0.5,1.0,1.0,0.5
CeraVe Lipstick Civil,CeraVe,Lipstick,73.05,3.9,Niacinamide Hyaluronic Acid Salicylic Acid Aloe Vera Squalane Green Tea Squalane Jojoba Oil,A soothing and mattifying lipstick enriched with Niacinamide and Hyaluronic Acid,luxury,1.0,1.0,1.0,1.0,0.5
Estee Lauder Cleanser Oil,Estee Lauder,Cleanser,82.62,4.6,Calendula Vitamin C Oatmeal Panthenol Green Tea Aloe Vera Madecassoside,A nourishing and mattifying cleanser enriched with Calendula and Vitamin C,luxury,0.5,0.0,1.0,0.5,1.0
Clinique Foundation Director,Clinique,Foundation,67.99,4.5,Zinc Antioxidants Aloe Vera Peptides Vitamin C,A mattifying and revitalizing foundation enriched with Zinc and Antioxidants,premium,0.5,0.5,0.5,0.5,1.0
The Ordinary Lipstick School,The Ordinary,Lipstick,26.63,3.4,Vitamin E Shea Butter Avocado Oil,A anti aging and pore minimizing lipstick enriched with Vitamin E and Shea Butter,budget,0.5,0.0,0.0,0.5,0.5
Neutrogena Serum Work,Neutrogena,Serum,72.29,3.8,Ceramides Vitamin E Peptides Green Tea Bisabolol Niacinamide,A revitalizing and pore minimizing serum enriched with Ceramides and Vitamin E,luxury,0.5,0.5,0.5,1.0,1.0
Innisfree Blush Indeed,Innisfree,Blush,53.47,3.4,Hyaluronic Acid Glycerin Calendula Jojoba Oil Hyaluronic Acid,A revitalizing and soothing blush enriched with Hyaluronic Acid and Glycerin,premium,1.0,0.0,0.5,1.0,0.0
NYX Mask Break,NYX,Mask,29.75,3.8,Clay Squalane Witch Hazel Tea Tree Oil Kaolin Zinc,A nourishing and hydrating mask enriched with Clay and Squalane,affordable,0.5,1.0,0.0,0.0,0.0
Neutrogena Concealer Enter,Neutrogena,Concealer,17.41,4.6,Oatmeal Zinc Hyaluronic Acid Squalane,A brightening and nourishing concealer enriched with Oatmeal and Zinc,budget,1.0,0.5,0.5,0.5,0.0
Drunk Elephant Eyeshadow Likely,Drunk Elephant,Eyeshadow,81.54,3.2,Witch Hazel Bisabolol Madecassoside Oatmeal Panthenol Ceramides,A pore minimizing and clarifying eyeshadow enriched with Witch Hazel and Bisabolol,luxury,0.5,0.5,0.5,0.0,0.0
NYX Mask East,NYX,Mask,57.99,4.5,Niacinamide Vitamin E Centella Asiatica Ceramides Antioxidants Aloe Vera,A revitalizing and pore minimizing mask enriched with Niacinamide and Vitamin E,premium,1.0,0.5,1.0,1.0,1.0
L Oreal Foundation Suffer,L Oreal,Foundation,15.62,4.7,Centella Asiatica Tea Tree Oil Zinc Glycerin,A clarifying and soothing foundation enriched with Centella Asiatica and Tea Tree Oil,budget,0.5,1.0,0.5,0.5,0.0
Clinique Lipstick Field,Clinique,Lipstick,20.98,4.0,Squalane Squalane Green Tea Vitamin E Glycerin Aloe Vera,A anti aging and nourishing lipstick enriched with Squalane and Squalane,budget,1.0,0.0,1.0,1.0,1.0
Rare Beauty Cleanser Past,Rare Beauty,Cleanser,21.91,4.9,Allantoin Niacinamide Centella Asiatica Bisabolol Vitamin E,A nourishing and anti aging cleanser enriched with Allantoin and Niacinamide,budget,0.0,0.5,1.0,1.0,0.5
Glossier Mask To,Glossier,Mask,37.98,4.3,Aloe Vera Hyaluronic Acid Salicylic Acid Niacinamide Peptides,A anti aging and calming mask enriched with Aloe Vera and Hyaluronic Acid,affordable,1.0,1.0,0.5,1.0,1.0
Maybelline Serum Artist,Maybelline,Serum,76.02,4.5,Aloe Vera Ceramides Green Tea Jojoba Oil Tea Tree Oil,A hydrating and pore minimizing serum enriched with Aloe Vera and Ceramides,luxury,1.0,0.5,1.0,1.0,0.5
Innisfree Lipstick The,Innisfree,Lipstick,88.6,3.8,Bisabolol Calendula Panthenol Oatmeal Centella Asiatica Zinc,A clarifying and mattifying lipstick enriched with Bisabolol and Calendula,luxury,0.0,0.5,1.0,0.0,0.0
Rare Beauty Foundation Manager,Rare Beauty,Foundation,28.82,4.6,Vitamin E Aloe Vera Zinc Niacinamide,A hydrating and revitalizing foundation enriched with Vitamin E and Aloe Vera,affordable,0.5,1.0,0.5,1.0,1.0
Maybelline Foundation Easy,Maybelline,Foundation,75.46,4.4,Charcoal Glycolic Acid Madecassoside Retinol Niacinamide Witch Hazel,A calming and mattifying foundation enriched with Charcoal and Glycolic Acid,luxury,0.0,1.0,0.0,0.5,0.0
Innisfree Lipstick Government,Innisfree,Lipstick,57.02,3.8,Coenzyme Q10 Peptides Kaolin Vitamin E Ceramides Aloe Vera Antioxidants,A nourishing and clarifying lipstick enriched with Coenzyme Q10 and Peptides,premium,1.0,0.0,0.5,1.0,1.0
Estee Lauder Sunscreen Few,Estee Lauder,Sunscreen,10.76,3.4,Vitamin E Aloe Vera Madecassoside Hyaluronic Acid Ceramides,A brightening and revitalizing sunscreen enriched with Vitamin E and Aloe Vera,budget,1.0,0.0,0.5,1.0,1.0
Drunk Elephant Blush Medical,Drunk Elephant,Blush,56.74,3.4,Squalane Jojoba Oil Shea Butter Peptides,A revitalizing and hydrating blush enriched with Squalane and Jojoba Oil,premium,1.0,0.0,0.0,0.5,0.5
Drunk Elephant Eyeshadow Movie,Drunk Elephant,Eyeshadow,50.86,3.4,Zinc Tea Tree Oil Ceramides Kaolin Niacinamide Salicylic Acid,A soothing and clarifying eyeshadow enriched with Zinc and Tea Tree Oil,premium,0.5,1.0,0.0,0.5,0.0
CeraVe Eyeshadow Standard,CeraVe,Eyeshadow,47.5,4.3,Niacinamide Glycerin Aloe Vera Jojoba Oil Ceramides,A calming and pore minimizing eyeshadow enriched with Niacinamide and Glycerin,affordable,1.0,0.5,0.5,1.0,0.5
Laneige Blush Record,Laneige,Blush,38.77,4.8,Vitamin E Niacinamide Peptides,A nourishing and brightening blush enriched with Vitamin E and Niacinamide,affordable,0.0,0.5,0.0,1.0,1.0
Fenty Beauty Lipstick Do,Fenty Beauty,Lipstick,44.94,4.2,Retinol Zinc Jojoba Oil Allantoin Salicylic Acid,A mattifying and soothing lipstick enriched with Retinol and Zinc,affordable,0.5,1.0,0.5,0.5,0.0
Tatcha Blush Region,Tatcha,Blush,41.27,3.3,Vitamin E Aloe Vera Coenzyme Q10 Antioxidants Ceramides Hyaluronic Acid,A brightening and hydrating blush enriched with Vitamin E and Aloe Vera,affordable,1.0,0.0,0.5,1.0,1.0
Maybelline Mask They,Maybelline,Mask,64.88,3.7,Peptides Vitamin E Shea Butter,A calming and mattifying mask enriched with Peptides and Vitamin E,premium,0.5,0.0,0.0,0.5,1.0
CeraVe Moisturizer Economy,CeraVe,Moisturizer,37.97,3.9,Niacinamide Madecassoside Glycolic Acid,A revitalizing and calming moisturizer enriched with Niacinamide and Madecassoside,affordable,0.0,0.5,0.0,0.5,0.0
Laneige Lipstick Work,Laneige,Lipstick,10.54,3.3,Antioxidants Glycolic Acid Kaolin Niacinamide,A nourishing and calming lipstick enriched with Antioxidants and Glycolic Acid,budget,0.0,0.5,0.0,0.5,0.5
Maybelline Concealer Of,Maybelline,Concealer,53.44,4.6,Bisabolol Madecassoside Centella Asiatica Panthenol Green Tea Aloe Vera,A anti aging and hydrating concealer enriched with Bisabolol and Madecassoside,premium,0.5,0.0,1.0,0.5,0.5
Fenty Beauty Lipstick Good,Fenty Beauty,Lipstick,72.22,4.1,Ceramides Squalane Avocado Oil Vitamin E Hyaluronic Acid Aloe Vera,A mattifying and soothing lipstick enriched with Ceramides and Squalane,luxury,1.0,0.0,0.5,1.0,1.0
Drunk Elephant Sunscreen Congress,Drunk Elephant,Sunscreen,59.75,4.2,Vitamin C Jojoba Oil Vitamin E Squalane Jojoba Oil Green Tea Niacinamide Glycerin,A soothing and pore minimizing sunscreen enriched with Vitamin C and Jojoba Oil,premium,1.0,0.5,0.5,1.0,1.0
NYX Blush Drive,NYX,Blush,66.66,3.7,Ceramides Hyaluronic Acid Peptides Coenzyme Q10 Vitamin E,A anti aging and soothing blush enriched with Ceramides and Hyaluronic Acid,premium,1.0,0.0,0.0,1.0,1.0
Rare Beauty Cleanser Ok,Rare Beauty,Cleanser,17.13,4.8,Witch Hazel Coenzyme Q10 Tea Tree Oil Zinc Salicylic Acid Niacinamide Bisabolol,A pore minimizing and mattifying cleanser enriched with Witch Hazel and Coenzyme Q10,budget,0.0,1.0,0.0,0.5,0.5
Rare Beauty Concealer Read,Rare Beauty,Concealer,49.87,3.1,Avocado Oil Shea Butter Ceramides Aloe Vera Vitamin E Jojoba Oil,A revitalizing and anti aging concealer enriched with Avocado Oil and Shea Butter,premium,1.0,0.0,0.5,1.0,1.0
Glossier Lipstick Government,Glossier,Lipstick,52.65,4.1,Argan Oil Hyaluronic Acid Squalane Avocado Oil Shea Butter Vitamin E,A hydrating and anti aging lipstick enriched with Argan Oil and Hyaluronic Acid,premium,1.0,0.0,0.0,1.0,0.5
Clinique Cleanser Method,Clinique,Cleanser,80.35,3.7,Glycerin Squalane Peptides Shea Butter Jojoba Oil Avocado Oil,A mattifying and revitalizing cleanser enriched with Glycerin and Squalane,luxury,1.0,0.0,0.0,1.0,0.5
NYX Blush Movement,NYX,Blush,23.43,4.8,Hyaluronic Acid Aloe Vera Centella Asiatica Green Tea Jojoba Oil Kaolin,A hydrating and brightening blush enriched with Hyaluronic Acid and Aloe Vera,budget,1.0,0.0,1.0,1.0,0.5
Clinique Blush Gas,Clinique,Blush,57.32,4.1,Ceramides Charcoal Coenzyme Q10 Aloe Vera Hyaluronic Acid,A soothing and nourishing blush enriched with Ceramides and Charcoal,premium,1.0,0.5,0.5,1.0,1.0
Tatcha Serum About,Tatcha,Serum,30.89,3.5,Vitamin E Argan Oil Squalane Ceramides Bisabolol Hyaluronic Acid Aloe Vera,A calming and revitalizing serum enriched with Vitamin E and Argan Oil,affordable,1.0,0.0,0.5,1.0,1.0
Maybelline Moisturizer Few,Maybelline,Moisturizer,10.03,4.2,Squalane Vitamin E Ceramides Hyaluronic Acid Jojoba Oil Green Tea,A anti aging and hydrating moisturizer enriched with Squalane and Vitamin E,budget,1.0,0.0,0.5,1.0,0.5
Rare Beauty Sunscreen Exactly,Rare Beauty,Sunscreen,32.12,3.3,Aloe Vera Vitamin E Antioxidants Shea Butter,A anti aging and nourishing sunscreen enriched with Aloe Vera and Vitamin E,affordable,1.0,0.0,0.5,1.0,1.0
Maybelline Concealer Free,Maybelline,Concealer,9.01,4.3,Peptides Ceramides Aloe Vera Antioxidants,A pore minimizing and mattifying concealer enriched with Peptides and Ceramides,budget,1.0,0.0,0.5,0.5,1.0
Clinique Serum Real,Clinique,Serum,87.73,3.5,Vitamin E Kaolin Zinc Salicylic Acid,A brightening and calming serum enriched with Vitamin E and Kaolin,luxury,0.0,1.0,0.0,0.5,0.5
Drunk Elephant Eyeshadow Behavior,Drunk Elephant,Eyeshadow,71.25,4.5,Glycerin Jojoba Oil Vitamin E Ceramides Aloe Vera,A calming and mattifying eyeshadow enriched with Glycerin and Jojoba Oil,luxury,1.0,0.0,0.5,1.0,1.0
The Ordinary Foundation Mouth,The Ordinary,Foundation,84.41,3.9,Shea Butter Glycerin Vitamin E Aloe Vera Avocado Oil,A anti aging and calming foundation enriched with Shea Butter and Glycerin,luxury,1.0,0.0,0.5,1.0,1.0
Tatcha Cleanser Federal,Tatcha,Cleanser,17.77,3.8,Antioxidants Peptides Panthenol Ceramides Vitamin E Niacinamide Aloe Vera,A revitalizing and pore minimizing cleanser enriched with Antioxidants and Peptides,budget,1.0,0.5,0.5,1.0,1.0
Rare Beauty Serum Start,Rare Beauty,Serum,81.17,4.0,Calendula Allantoin Aloe Vera Centella Asiatica,A clarifying and brightening serum enriched with Calendula and Allantoin,luxury,0.5,0.0,1.0,0.5,0.5
Innisfree Lipstick And,Innisfree,Lipstick,40.25,3.8,Salicylic Acid Green Tea Glycerin Jojoba Oil Squalane Oatmeal,A calming and hydrating lipstick enriched with Salicylic Acid and Green Tea,affordable,1.0,0.5,1.0,1.0,0.0
The Ordinary Blush Major,The Ordinary,Blush,44.57,4.7,Glycolic Acid Salicylic Acid Clay Retinol Niacinamide Zinc Antioxidants,A calming and hydrating blush enriched with Glycolic Acid and Salicylic Acid,affordable,0.0,1.0,0.0,0.5,0.5
CeraVe Cleanser Talk,CeraVe,Cleanser,36.8,3.8,Glycerin Tea Tree Oil Charcoal Aloe Vera,A soothing and pore minimizing cleanser enriched with Glycerin and Tea Tree Oil,affordable,1.0,1.0,0.5,1.0,0.5
The Ordinary Sunscreen Table,The Ordinary,Sunscreen,59.54,3.4,Kaolin Niacinamide Jojoba Oil Vitamin C Green Tea,A brightening and hydrating sunscreen enriched with Kaolin and Niacinamide,premium,0.5,0.5,0.5,1.0,0.5
Neutrogena Sunscreen Source,Neutrogena,Sunscreen,64.08,3.6,Glycolic Acid Salicylic Acid Tea Tree Oil,A soothing and anti aging sunscreen enriched with Glycolic Acid and Salicylic Acid,premium,0.0,1.0,0.0,0.0,0.0
Clinique Foundation Light,Clinique,Foundation,88.64,3.7,Niacinamide Ceramides Retinol Tea Tree Oil Oatmeal Zinc,A calming and mattifying foundation enriched with Niacinamide and Ceramides,luxury,0.5,1.0,0.5,0.5,0.0
Neutrogena Lipstick Own,Neutrogena,Lipstick,72.92,4.7,Vitamin C Niacinamide Witch Hazel Charcoal Kaolin Avocado Oil Tea Tree Oil Salicylic Acid,A clarifying and brightening lipstick enriched with Vitamin C and Niacinamide,luxury,0.0,1.0,0.0,0.5,0.5
Drunk Elephant Lipstick Still,Drunk Elephant,Lipstick,63.28,4.1,Avocado Oil Squalane Glycerin Ceramides Peptides Aloe Vera Argan Oil Jojoba Oil,A nourishing and soothing lipstick enriched with Avocado Oil and Squalane,premium,1.0,0.0,0.5,1.0,1.0
Innisfree Lipstick Me,Innisfree,Lipstick,62.52,3.2,Salicylic Acid Antioxidants Clay Glycolic Acid Glycerin Niacinamide,A brightening and soothing lipstick enriched with Salicylic Acid and Antioxidants,premium,0.5,1.0,0.0,1.0,0.5
L Oreal Mask Include,L Oreal,Mask,73.66,4.2,Clay Hyaluronic Acid Glycolic Acid Retinol Witch Hazel,A clarifying and soothing mask enriched with Clay and Hyaluronic Acid,luxury,0.5,1.0,0.0,0.5,0.0
NYX Eyeshadow Girl,NYX,Eyeshadow,69.63,4.3,Aloe Vera Squalane Jojoba Oil Hyaluronic Acid Ceramides Glycerin,A revitalizing and mattifying eyeshadow enriched with Aloe Vera and Squalane,luxury,1.0,0.0,0.5,1.0,0.5
Neutrogena Moisturizer White,Neutrogena,Moisturizer,24.12,4.7,Argan Oil Vitamin E Shea Butter Aloe Vera,A brightening and soothing moisturizer enriched with Argan Oil and Vitamin E,budget,1.0,0.0,0.5,1.0,1.0
Neutrogena Serum Rock,Neutrogena,Serum,86.96,4.3,Niacinamide Charcoal Vitamin C Clay Ceramides,A nourishing and mattifying serum enriched with Niacinamide and Charcoal,luxury,0.5,1.0,0.0,0.5,0.5
The Ordinary Foundation Everybody,The Ordinary,Foundation,40.71,3.3,Vitamin C Coenzyme Q10 Antioxidants Oatmeal,A mattifying and nourishing foundation enriched with Vitamin C and Coenzyme Q10,affordable,0.0,0.0,0.5,0.0,1.0
L Oreal Sunscreen Fill,L Oreal,Sunscreen,22.61,4.3,Antioxidants Madecassoside Allantoin,A nourishing and clarifying sunscreen enriched with Antioxidants and Madecassoside,budget,0.0,0.0,0.5,0.0,0.5
The Ordinary Blush Beat,The Ordinary,Blush,57.17,5.0,Peptides Calendula Madecassoside Green Tea Chamomile Panthenol,A calming and mattifying blush enriched with Peptides and Calendula,premium,0.0,0.0,1.0,0.0,0.5
Neutrogena Moisturizer Pay,Neutrogena,Moisturizer,84.48,4.3,Charcoal Tea Tree Oil Clay Salicylic Acid,A calming and mattifying moisturizer enriched with Charcoal and Tea Tree Oil,luxury,0.0,1.0,0.0,0.0,0.0
Estee Lauder Eyeshadow Morning,Estee Lauder,Eyeshadow,80.24,3.7,Oatmeal Madecassoside Green Tea Aloe Vera Panthenol Bisabolol Centella Asiatica,A clarifying and anti aging eyeshadow enriched with Oatmeal and Madecassoside,luxury,0.5,0.0,1.0,0.5,0.5
The Ordinary Sunscreen Strong,The Ordinary,Sunscreen,53.33,4.3,Bisabolol Oatmeal Squalane Ceramides Green Tea,A nourishing and revitalizing sunscreen enriched with Bisabolol and Oatmeal,premium,1.0,0.0,1.0,0.0,0.0
Laneige Moisturizer Weight,Laneige,Moisturizer,88.19,3.8,Green Tea Bisabolol Oatmeal Calendula,A nourishing and mattifying moisturizer enriched with Green Tea and Bisabolol,luxury,0.0,0.0,1.0,0.0,0.0
Glossier Blush Visit,Glossier,Blush,70.72,3.6,Kaolin Charcoal Niacinamide Clay Oatmeal,A nourishing and calming blush enriched with Kaolin and Charcoal,luxury,0.0,1.0,0.5,0.5,0.0
NYX Blush Instead,NYX,Blush,36.59,4.7,Charcoal Zinc Jojoba Oil,A soothing and hydrating blush enriched with Charcoal and Zinc,affordable,0.5,1.0,0.0,0.5,0.0
Innisfree Moisturizer Seven,Innisfree,Moisturizer,21.93,3.3,Aloe Vera Glycolic Acid Hyaluronic Acid Coenzyme Q10 Peptides Niacinamide Vitamin E,A soothing and clarifying moisturizer enriched with Aloe Vera and Glycolic Acid,budget,1.0,0.5,0.5,1.0,1.0
Fenty Beauty Cleanser Begin,Fenty Beauty,Cleanser,87.06,3.3,Kaolin Glycolic Acid Tea Tree Oil,A hydrating and nourishing cleanser enriched with Kaolin and Glycolic Acid,luxury,0.0,0.5,0.0,0.0,0.0
Neutrogena Eyeshadow Player,Neutrogena,Eyeshadow,8.01,3.1,Madecassoside Clay Oatmeal,A calming and brightening eyeshadow enriched with Madecassoside and Clay,budget,0.0,0.5,0.5,0.0,0.0
Neutrogena Cleanser Artist,Neutrogena,Cleanser,36.31,3.4,Vitamin E Glycerin Argan Oil Aloe Vera Retinol,A mattifying and clarifying cleanser enriched with Vitamin E and Glycerin,affordable,1.0,0.0,0.5,1.0,1.0
Tatcha Eyeshadow Truth,Tatcha,Eyeshadow,16.53,3.7,Aloe Vera Ceramides Antioxidants Vitamin E Vitamin C,A nourishing and clarifying eyeshadow enriched with Aloe Vera and Ceramides,budget,1.0,0.0,0.5,1.0,1.0
NYX Mask Avoid,NYX,Mask,28.02,3.5,Aloe Vera Antioxidants,A hydrating and mattifying mask enriched with Aloe Vera and Antioxidants,budget,0.5,0.0,0.5,0.5,1.0
Laneige Concealer Building,Laneige,Concealer,59.51,3.8,Vitamin E Calendula Green Tea Squalane Ceramides Vitamin E,A brightening and anti aging concealer enriched with Vitamin E and Calendula,premium,1.0,0.0,1.0,0.5,0.5
NYX Mask Candidate,NYX,Mask,56.71,3.2,Shea Butter Squalane Argan Oil Avocado Oil Squalane,A nourishing and hydrating mask enriched with Shea Butter and Squalane,premium,1.0,0.0,0.0,0.0,0.0
Glossier Sunscreen Mission,Glossier,Sunscreen,19.04,3.9,Madecassoside Aloe Vera,A pore minimizing and calming sunscreen enriched with Madecassoside and Aloe Vera,budget,0.5,0.0,0.5,0.5,0.5
Innisfree Concealer Among,Innisfree,Concealer,62.01,3.8,Centella Asiatica Chamomile Aloe Vera Madecassoside Charcoal,A soothing and brightening concealer enriched with Centella Asiatica and Chamomile,premium,0.5,0.5,1.0,0.5,0.5
Clinique Eyeshadow Newspaper,Clinique,Eyeshadow,77.87,4.9,Squalane Hyaluronic Acid Niacinamide Ceramides Vitamin E Green Tea Coenzyme Q10 Niacinamide,A anti aging and nourishing eyeshadow enriched with Squalane and Hyaluronic Acid,luxury,1.0,0.5,0.5,1.0,1.0
Clinique Foundation Other,Clinique,Foundation,78.29,4.3,Aloe Vera Zinc Allantoin Shea Butter Squalane,A hydrating and nourishing foundation enriched with Aloe Vera and Zinc,luxury,1.0,0.5,1.0,0.5,0.5
NYX Lipstick Security,NYX,Lipstick,6.67,5.0,Ceramides Aloe Vera Squalane Glycerin Shea Butter,A hydrating and anti aging lipstick enriched with Ceramides and Aloe Vera,budget,1.0,0.0,0.5,1.0,0.5
Fenty Beauty Sunscreen Win,Fenty Beauty,Sunscreen,21.52,4.9,Ceramides Oatmeal Vitamin E Hyaluronic Acid Niacinamide Squalane Squalane,A nourishing and clarifying sunscreen enriched with Ceramides and Oatmeal,budget,1.0,0.5,0.5,1.0,0.5
Fenty Beauty Mask Economic,Fenty Beauty,Mask,52.63,4.8,Hyaluronic Acid Coenzyme Q10 Niacinamide Peptides Vitamin C Ceramides,A mattifying and anti aging mask enriched with Hyaluronic Acid and Coenzyme Q10,premium,1.0,0.5,0.0,1.0,1.0
Glossier Foundation Cold,Glossier,Foundation,20.49,4.8,Ceramides Glycerin Avocado Oil Aloe Vera Bisabolol,A calming and hydrating foundation enriched with Ceramides and Glycerin,budget,1.0,0.0,0.5,1.0,0.5
Innisfree Cleanser Wear,Innisfree,Cleanser,37.76,3.3,Antioxidants Shea Butter Aloe Vera Argan Oil Vitamin E Squalane Avocado Oil,A nourishing and hydrating cleanser enriched with Antioxidants and Shea Butter,affordable,1.0,0.0,0.5,1.0,1.0
